22.5	0.0640783	0.00247642
27.5	0.0565179	0.00232575
32.5	0.0549507	0.00229327
37.5	0.0504105	0.00219649
42.5	0.0462184	0.00210318
47.5	0.0450771	0.00207705
52.5	0.0427729	0.00202327
57.5	0.0391165	0.00193486
62.5	0.0350728	0.00183212
67.5	0.0328429	0.00177292
72.5	0.0317194	0.00174233
77.5	0.029843	0.00169001
82.5	0.0268499	0.00160303
87.5	0.0255525	0.00156382
92.5	0.0235578	0.00150154
97.5	0.0213752	0.00143029
102.5	0.0205688	0.00140305
107.5	0.0199624	0.00138222
112.5	0.0170816	0.0012786
117.5	0.0168832	0.00127115
122.5	0.0166694	0.00126307
127.5	0.0153084	0.00121041
132.5	0.0136825	0.00114433
137.5	0.0125425	0.00109562
142.5	0.011682	0.00105737
147.5	0.0126382	0.0010998
152.5	0.0114601	0.00104728
157.5	0.0110276	0.00102733
162.5	0.0130729	0.00111855
167.5	0.0137075	0.00114538
172.5	0.0129022	0.00111122
177.5	0.0127525	0.00110476
182.5	0.0107053	0.00101221
187.5	0.00918239	0.000937446
192.5	0.00863052	0.00090884
197.5	0.00701929	0.000819625
202.5	0.00540724	0.000719378
207.5	0.0072827	0.000834864
212.5	0.00706507	0.000822294
217.5	0.00596424	0.000755522
222.5	0.00543021	0.000720905
227.5	0.00496025	0.000689002
232.5	0.00522739	0.000707312
237.5	0.00496163	0.000689098
242.5	0.00385897	0.000607721
247.5	0.00526924	0.000710139
252.5	0.00401366	0.000619784
257.5	0.00398674	0.000617701
262.5	0.00450998	0.000656988
267.5	0.00401928	0.000620216
272.5	0.00482393	0.000679468
277.5	0.00367387	0.000592968
282.5	0.00392853	0.000613174
287.5	0.00242415	0.000481669
292.5	0.00264732	0.000503352
297.5	0.00298915	0.000534864
